101	404	26	85.4
113	320	8	32.52
119	426	6	29.75
698	108	4	13.04
1101	102	5	13.6
119	544	4	18.66
104	248	8	10.97
106	3091	7	49.28
101	2758	5	18.29
124	512	5	27.81
464	104	5	8.44
458	451	3	28.18
290	327	10	101.96
4637	102	3	14.83
232	315	4	30.7
760	704	21	355.58
102	702	6	13.85
5899	12	3	14.3
806	109	3	9.25
4295	14	3	11.56
174	127	7	25.67
1491	14	6	16.02
136	120	7	10.86
7966	110	3	28.76
125	105	22	7.27
101	3456	3	8.99
108	974	4	15.1
1448	12	4	8.03
2453	106	6	34.07
140	707	3	19.1
373	448	3	26.66
107	240	15	53.73
139	190	3	9.54
3309	14	3	8.93
111	129	20	34.97
1558	102	5	17.21
446	1661	3	35.81
101	1671	4	8.45
126	157	4	8.04
2889	102	3	11.14
235	104	22	68.3
102	128	33	15.21
102	331	7	8.58
106	678	3	4.9
116	163	8	18.23
104	2506	3	11.89
470	102	8	16.52
947	595	6	78.1
2	590	3	7
2	515	3	6.31
2590	12	5	19.18
369	12	8	7.67
101	2180	4	10.48
104	653	5	11.62
105	561	8	24.42
350	103	9	16.21
2708	12	3	7.79
474	823	4	45.11
105	412	7	15.14
134	298	7	40.77
124	1665	3	20.46
105	352	4	3.94
1443	106	3	8.75
112	156	12	29.41
473	12	12	25.11
101	2557	3	7.3
161	571	3	20.36
610	12	13	36.88
122	269	3	8.29
3583	102	3	12.11
365	102	20	68.15
240	7	6	13.76
3550	102	3	12.11
121	239	6	22.79
121	297	7	32.12
8	786	3	10.61
110	166	7	10.69
5692	104	3	18.63
766	102	5	10.44
12	1249	7	19.73
102	376	9	16.78
108	642	19	126.2
106	3548	3	14.28
358	160	6	43.16
855	14	8	17.34
2603	106	3	12.46
1931	115	3	17.5
12	7013	3	18.71
809	106	6	19.13
292	14	17	27.26
135	1979	4	34.94
2	698	4	12.85
103	1566	3	7.28
200	109	7	13.09
1646	103	3	7.69
938	14	7	14.95
418	106	23	110.31
106	361	6	10.3
101	256	19	29.67
105	669	3	4.62
105	601	3	4.2
105	804	4	9.37
105	753	3	5.11
225	140	3	11.86
101	2952	3	8.07
160	297	13	109.69
1362	102	4	10.78
422	101	19	50.02
692	1600	4	53.69
257	140	3	12.76
102	4234	4	23.64
2646	101	3	7.3
412	102	6	7.94
17	186	3	9.8
1508	9	4	21.78
104	1274	4	12.32
123	1195	5	35.65
673	12	5	5.88
844	106	6	19.59
101	1583	3	4.34
831	110	5	22.43
555	12	6	6.91
449	106	15	59.42
12	2027	4	10.39
12	1875	4	10.39
564	110	4	13.14
1794	12	3	5.57
144	513	5	34.72
208	14	16	12.71
995	693	3	35.4
121	997	5	31.99
136	279	9	56.47
785	103	4	7.2
1110	105	3	7.03
220	151	8	50.8
509	5091	3	46.81
669	102	4	5.86
1246	104	3	7.2
130	146	8	25.62
108	503	3	6.32
146	1869	3	25.85
559	102	13	44.77
172	2100	11	157.83
105	1059	6	21.92
289	104	22	77.79
104	311	12	29.76
128	119	14	28.91
104	146	12	5.11
8	1132	4	19.29
203	139	5	22.18
105	2191	3	10.96
123	285	11	62.59
12	594	6	7.69
820	103	4	7.46
137	150	3	5.99
1959	118	3	18.46
436	12	11	19.44
106	181	8	6.23
1342	12	3	4.13
101	2243	4	10.48
160	1004	6	56.1
128	621	4	22.75
547	152	6	46.89
879	12	4	4.61
527	14	8	11.43
4097	12	3	10.66
107	1371	3	11.55
774	104	5	12.86
3959	102	3	13.3
500	108	4	10.52
2876	7	3	18.11
116	1436	3	16.19
448	151	6	44.2
8	936	3	11.53
341	104	6	8.7
185	455	3	21.21
5048	5	4	60.56
889	103	3	4.3
3971	110	3	20.49
107	303	5	9.94
105	1181	7	29.53
2408	113	3	18.33
151	446	4	26.06
1027	103	4	8.64
211	111	4	6.09
811	113	4	17.95
106	3489	7	55.27
645	109	3	8.14
107	557	3	6.72
184	915	3	25.24
416	113	4	12.87
1325	975	5	70.6
262	102	35	136.03
106	7827	3	23.68
2866	264	4	51.49
1798	4449	5	99.11
339	636	3	28.24
222	583	3	24.83
12	6563	3	18.71
614	411	3	29.29
12	494	35	174.59
101	2498	5	16.89
886	110	5	22.83
1774	113	3	16.54
1830	14	3	5.05
106	4178	3	17.03
101	2618	6	25.15
119	736	4	21.03
1317	110	3	12.79
58	110	3	4.11
2096	12	3	6.54
981	12	4	5.41
380	14	8	6.73
1424	14	3	3.96
105	3061	3	13.15
1367	14	5	10.76
102	1308	3	6.08
456	105	8	21.1
101	672	6	8.01
420	263	7	68.7
104	2141	3	10.54
116	393	27	205.48
1289	101	4	6.53
454	3427	4	57.83
1499	239	3	30.73
112	142	10	15.7
444	7	3	6.71
105	1484	3	8.61
211	126	4	12.73
2271	9	3	17.15
108	608	3	7.28
135	230	28	234.71
2152	110	3	16
299	110	4	8.2
2005	12	3	6.03
101	2029	3	5.55
700	589	3	32.4
913	110	3	10.78
372	115	4	12.58
427	105	6	11.71
106	1861	4	15.88
110	457	3	7.06
3519	14	3	8.93
102	172	11	6.48
1549	14	3	4.28
511	1277	4	49.45
103	945	3	4.71
111	178	103	818.93
181	160	6	32.38
101	1773	4	9.05
322	12	12	16.23
408	821	3	30.92
150	887	3	21.69
411	104	4	4.42
115	538	3	10.01
2020	101	6	20.27
312	126	3	10.63
2317	102	5	22.16
209	4821	3	38.14
12	3130	5	20.87
2904	102	4	17.73
105	563	18	88.25
259	221	3	19.53
106	2479	4	18.35
1158	102	4	9.49
118	116	20	23.31
4687	8	3	22.59
201	110	6	11.36
2437	14	3	6.58
937	12	9	25.73
116	211	14	62.24
576	105	3	3.94
3860	14	3	10.07
291	12	55	248.39
170	115	5	8.39
104	105	213	132.66
379	12	23	68.72
108	1113	4	16.21
104	246	6	5.53
105	972	10	46.41
119	578	3	12.57
147	139	3	6.14
598	106	3	4.32
1221	14	5	9.66
105	1024	3	6.52
103	1359	3	6.56
101	417	16	35.61
103	1283	3	6.24
156	146	3	8.3
6161	101	3	13.76
123	272	9	46.75
2479	101	4	11.34
640	102	4	5.67
9	108	61	69.32
2469	102	3	9.62
475	1639	3	36.2
120	157	5	9.51
607	102	6	12.15
154	128	5	11.98
102	676	5	9.54
459	691	9	115.74
101	6055	3	13.76
302	124	5	21.92
130	105	73	174.35
1015	14	5	7.88
741	171	14	159.36
140	169	5	19.81
1860	12	5	14.58
210	113	3	3.95
103	2930	3	11.33
108	235	31	160.78
1321	105	4	12.87
332	115	10	47.22
277	105	9	16.59
4067	14	4	16.68
101	3675	3	10.14
477	103	5	6.69
284	152	9	64.48
236	108	4	4.9
169	153	10	59.3
1011	104	3	6.14
9	560	3	8.65
101	1516	4	7.9
101	239	25	47.79
104	2855	3	12.72
101	297	22	47.09
102	1641	3	7.52
4	250	3	18.91
773	102	6	14.63
12	897	4	4.61
133	109	39	109.59
526	12	14	37.87
109	201	11	29.82
160	214	7	43.96
104	347	15	48.39
109	332	3	4.57
1039	109	3	10.67
113	550	4	15.27
105	819	6	18.85
636	12	5	5.41
119	130	31	115.87
119	275	9	43.29
104	3855	3	14.9
103	508	4	4.52
106	1593	5	20.77
101	1191	5	9.26
454	243	4	34.26
8	565	31	267.05
108	536	3	6.71
267	152	6	37.44
302	14	9	5.87
232	113	4	8.3
104	1389	6	24.58
290	105	7	10.36
574	12	6	7.16
12	2487	6	24.32
161	796	3	22.26
957	14	4	4.5
101	540	7	8.55
1795	101	4	9.05
1953	112	4	25.32
339	104	16	52.23
101	223	14	11.14
105	2416	4	18.16
117	119	77	312.54
1301	112	3	14.34
133	227	3	10.58
1780	12	3	5.57
1111	14	4	5.38
2653	12	3	7.79
289	382	3	23.76
1791	103	3	8.14
807	103	3	3.94
105	846	3	5.65
107	1805	3	13.26
104	1132	6	22.35
17	152	5	15.88
115	594	3	10.62
1376	12	4	7.57
828	787	4	49.32
532	106	4	6.98
127	175	6	20.3
103	213	12	15.28
342	121	4	15.15
101	1565	3	4.34
127	125	25	91.41
684	136	4	26.24
306	104	7	10.44
261	424	3	23.92
8	311	6	18.14
924	104	4	9.71
164	116	12	39.27
115	101	271	447.71
12	1204	4	6.74
12	1280	6	15.59
245	300	71	1140.67
857	12	10	29.16
155	158	5	20.61
5513	117	3	27.09
294	253	3	21.47
1323	12	3	3.84
3172	12	5	22.98
142	345	3	14.72
101	675	7	11.23
104	2262	4	17.58
101	727	5	5.45
106	965	3	6.42
101	794	8	16.9
105	340	8	16.32
182	155	3	11.7
104	936	3	5.91
115	1518	3	16.02
104	980	6	20.51
8191	1023	3	55.11
386	108	3	4.88
991	2	4	15.26
114	1992	3	17.41
4846	101	3	11.62
5435	1201	3	51.85
2222	101	4	10.48
101	2321	3	6.63
452	125	16	127.2
1943	102	6	26.59
1593	104	8	41.15
105	2883	3	13.15
12	188	122	637.45
2361	12	4	12.03
101	1049	4	5.14
101	877	4	4.07
106	830	3	5.78
5003	14	3	11.56
786	543	3	32.55
2250	106	3	11.11
144	875	3	20.61
126	137	8	18.22
2326	12	5	17.77
995	12	4	5.41
1446	14	3	3.96
887	106	11	52.02
116	1458	3	16.19
105	1355	3	8.25
114	764	4	18.09
238	1175	3	29.2
108	1045	4	15.82
151	161	9	46.49
103	1063	4	8.98
181	131	3	7.8
106	8033	3	23.68
101	1867	5	13.73
145	121	5	7.88
3472	104	7	53.88
390	140	4	22.85
1927	101	4	9.73
448	129	3	13.71
102	142	38	52.63
533	162	3	20.18
104	2052	4	16.67
106	3156	4	20.65
1042	103	3	5.16
910	122	5	31.22
101	2368	5	16.89
424	14	9	10.68
238	455	5	44.89
105	368	23	102.11
1183	111	12	91.34
161	137	11	52.32
101	894	5	6.89
954	102	22	143.66
101	1030	5	7.97
116	292	21	131.14
4708	179	3	36.55
340	102	9	15
110	1198	4	19.04
5838	101	3	13.76
4791	102	3	14.83
101	773	5	5.98
474	2302	3	38.53
2	149	17	32.56
3356	102	4	19.2
7307	112	3	30.37
1775	104	6	28.54
102	1278	5	15.21
112	286	4	9.61
5629	106	3	19.23
451	109	4	10.43
1261	12	6	15.59
1317	111	4	20.5
504	113	4	14.49
101	3183	5	22.08
7	1222	10	69.26
105	1562	3	9
105	1391	3	8.25
266	253	4	30.1
104	3593	3	14.9
175	101	35	55.43
175	170	3	13.2
455	104	4	5.15
110	116	67	156.33
162	102	71	245.87
1136	102	3	5.5
513	102	8	18.22
104	1285	6	23.78
1321	193	6	65.09
7381	101	3	18.16
242	104	6	5.08
5	16	3	8.65
996	14	4	4.78
103	169	10	4.67
1807	12	3	5.57
106	7266	3	23.68
121	732	8	54.9
101	1402	3	4.01
105	2401	3	11.59
250	16	3	9.77
3018	14	3	8.01
431	111	5	17.16
143	167	13	76.22
5668	14	3	13.69
101	190	17	11.28
1168	14	4	5.71
119	108	122	438.64
314	112	3	6.3
105	678	4	8.38
113	438	3	8.35
109	157	8	9.24
101	2999	4	13.52
105	1054	3	6.77
146	973	6	52.86
723	102	4	6.29
104	134	17	6.03
1288	125	4	27.96
116	4650	3	24.78
177	124	28	180.38
476	12	6	5.41
2451	12	3	7.12
101	439	18	46.8
116	798	6	34.14
495	103	5	7.05
101	589	5	4.14
116	723	4	18.44
1736	12	4	9.71
226	105	11	20.17
280	115	8	30.84
120	16	6	4.92
858	14	5	6.81
120	201	4	10.21
8	347	4	10.16
3498	117	3	22.06
1853	106	6	29.7
101	1282	8	24.68
101	1358	4	6.95
220	129	6	26.41
107	792	4	13.67
185	1095	3	26.39
125	615	3	14.91
130	193	9	42.58
458	520	4	41.37
107	743	4	13.12
2835	509	3	40.72
124	502	3	13.42
108	504	7	26.1
101	4084	3	10.14
6998	12	3	18.71
111	2569	3	18.15
108	453	8	30.21
102	843	5	11.12
1407	102	8	35.46
102	775	4	6.74
3788	101	3	10.14
110	860	3	10.55
191	104	8	5.86
2441	2	3	15.01
443	138	3	15.45
1379	102	10	48.85
123	186	4	10.2
8	1133	4	19.29
1831	8	10	83.69
105	2190	6	32.11
12	671	5	5.88
109	2723	3	16.49
5993	102	4	28.59
116	601	9	54.32
398	357	3	25.64
105	7191	3	23.53
1600	2387	4	64.07
2868	509	5	75.18
813	110	3	10.11
5943	115	3	26.4
1852	506	4	52.27
119	279	8	36.75
105	600	5	11.45
314	109	4	7.53
105	752	5	13.19
1719	122	5	37.91
325	233	4	31.14
2262	14	3	6.58
1668	106	5	21.58
2681	12	3	7.79
160	14	54	97.29
541	136	3	16.51
1217	146	3	23.34
223	112	5	11.6
2	782	5	19.35
715	102	20	103.31
116	923	7	44.05
103	1445	3	6.91
101	255	21	36.62
263	1089	3	29.68
12	1620	3	5.15
542	102	5	7.59
213	129	4	13.9
106	1300	11	63.08
103	289	6	4.72
127	140	8	20.79
150	181	3	11.18
124	150	4	6.82
284	109	15	62.5
114	423	4	13.43
150	229	3	13.46
706	106	23	146.6
194	14	40	85.59
6106	106	4	31.58
3442	14	3	8.93
103	794	3	3.94
155	127	21	107.55
227	135	3	10.94
101	2045	3	5.55
272	12	19	34.56
3165	12	3	9.51
1742	14	3	5.05
102	587	6	11.85
307	1690	11	162.04
1027	102	5	12.68
101	3381	4	14.95
266	329	4	32.41
1016	101	4	4.84
6169	7	4	38.14
112	101	265	385.89
599	108	3	7.28
703	2801	3	42.63
149	2299	3	27.85
757	104	3	4.92
58	9	5	11.85
2	328	3	3.91
240	12	9	4.15
2351	106	4	18.35
106	616	3	4.46
101	1020	9	25.08
2113	12	3	6.54
123	610	8	54.51
102	1460	3	6.74
132	137	15	58.69
105	2704	4	19.21
4078	102	3	13.3
152	161	6	26.24
1355	102	4	10.78
656	104	8	26.1
2207	102	4	14.57
118	1394	3	16.55
107	304	6	13.87
623	104	5	11.07
552	112	4	15.14
571	118	3	11.22
1031	12	10	33.13
2599	14	3	7.24
145	103	14	4.55
214	117	5	12.8
101	1737	5	13.73
725	14	6	8.23
872	110	3	10.55
1284	106	3	8.05
3353	12	3	9.51
1089	12	9	28.53
1412	14	5	11.38
746	115	14	103.02
126	257	4	14.87
333	102	12	25.93
126	142	7	16.34
685	104	4	7.88
2474	112	3	18.24
111	121	46	114.5
123	627	6	37.45
116	210	14	62.24
3473	104	3	13.7
1419	7	7	44.99
101	851	6	9.8
653	671	4	46.45
1211	111	5	27.51
2263	12	3	7.12
2051	12	4	11.16
105	260	38	180.01
16	218	3	8.65
1118	106	21	165.89
522	115	5	21.51
2012	110	4	23.21
101	2602	4	12.34
133	609	4	24.69
2025	106	4	16.62
1499	14	4	7.33
572	14	9	15.59
101	2390	3	6.63
2	182	18	55.58
987	8	4	18.1
5062	104	3	18.63
382	112	4	12.07
2047	102	4	13.77
1875	9	3	15.9
5749	102	4	28.59
110	248	7	19.16
105	1587	3	9
1150	106	15	96.17
2174	12	4	11.16
976	103	11	46.95
248	281	3	20.88
795	111	12	80.13
103	139	19	6.79
127	169	3	6.03
103	268	8	8.9
106	1289	7	31.64
144	167	12	69.5
130	498	4	21.68
108	157	7	5.77
477	102	14	45.37
4048	104	4	23.23
2848	3288	6	122.79
403	9	7	27.35
101	3040	3	8.07
106	4859	4	26.62
279	112	3	5.57
535	207	3	23.6
113	417	3	8.03
173	261	3	16.96
104	2786	3	12.72
116	1024	3	13.89
101	240	22	36.76
106	526	5	10.7
117	246	4	10.11
396	12	12	20.62
3446	106	3	14.28
117	167	11	35.03
541	120	3	12.5
1217	105	5	17.88
1708	12	3	5.15
1358	14	7	20.18
106	195	24	68.26
105	2187	3	10.96
132	796	3	17.81
149	109	35	122.5
104	166	11	8.98
104	295	16	47.54
392	102	18	59.82
7605	112	3	30.37
12	2441	4	12.03
108	405	4	8.86
346	101	35	126.64
130	166	3	6.49
357	102	10	19.66
1000	134	3	19.62
4916	115	4	36.2
1741	12	3	5.57
136	130	45	268.79
127	416	3	12.59
2831	103	3	11.33
377	800	4	42.86
109	318	3	4.3
106	4860	3	17.03
1397	102	3	6.74
121	3397	5	47.58
1124	104	3	6.64
119	209	4	10.21
166	156	3	10.56
202	821	4	37.03
974	14	6	11
5228	12	4	24.94
339	105	5	6.25
106	400	16	61.56
1661	12	6	19.02
4924	105	3	16.88
1769	106	11	75.78
136	400	3	14.59
101	1490	7	21.33
1514	12	4	8.54
591	12	10	22.17
121	839	3	14.9
103	214	19	39.87
2215	115	3	18.09
123	1264	6	46.12
174	491	3	21.03
701	12	7	12.71
1278	14	5	10.19
924	105	3	6.06
172	1747	11	146.67
104	1133	3	6.91
101	3753	3	10.14
587	102	5	8.25
516	116	3	10.29
1087	7	17	141.85
716	101	5	5.45
110	4347	5	47.94
105	1659	3	9.42
3610	12	3	10.66
315	233	5	40.82
261	5	3	19.38
12	2048	9	42.9
154	152	3	8.6
834	12	4	4.37
607	120	3	13.13
1393	12	6	17.15
578	106	20	106.11
101	474	8	9.69
4393	12	3	12.16
106	323	5	6.1
123	202	9	39.81
104	217	16	35.98
101	2778	3	7.3
556	102	6	11.28
305	3265	5	71.45
2161	104	4	16.67
119	501	3	11.83
6142	102	3	17
518	7	3	7.79
1013	102	3	4.77
12	189	48	126.32
132	101	39	11
122	355	3	10.06
116	340	5	17.72
1188	102	4	9.49
212	116	4	8.37
739	104	3	4.75
1328	9	4	20.66
101	930	8	18.77
116	194	16	70.64
3528	113	3	20.95
991	106	3	6.65
1306	12	3	3.84
2338	106	3	11.74
6205	14	3	18.09
146	343	4	23.28
101	2216	3	6.06
1579	14	4	7.83
139	110	9	7.79
707	115	5	24.4
108	1046	4	15.82
2193	12	4	11.16
1689	14	4	8.37
861	103	3	4.3
2969	102	4	17.73
1425	104	4	13.31
102	101	1568	3282.52
12	1611	4	8.54
1513	313	10	141.58
101	1743	3	5.11
528	104	6	13.83
1980	101	3	5.55
101	1895	3	5.55
400	129	3	13.02
3090	101	3	8.07
2099	12	4	11.16
980	12	6	12.55
1951	106	9	57.69
1219	12	4	6.74
106	3528	4	22.14
999	103	3	4.92
136	2356	6	61.96
2068	12	4	11.16
1984	106	3	10.54
2217	110	3	16
743	14	5	5.63
104	935	6	19.97
101	2473	3	6.63
106	2176	3	11.11
104	979	3	6.14
103	3210	3	12.29
12	436	10	15.94
134	2681	3	25.92
104	2263	5	24.84
826	6924	3	54.09
101	2624	3	7.3
323	102	10	17.73
671	104	4	7.88
462	108	3	5.86
109	811	5	20.56
101	2488	4	11.34
119	662	4	20.23
58	8	6	16.29
101	774	5	5.98
101	639	11	26.06
410	14	14	26.65
1394	14	5	11.38
116	1306	3	15.43
101	2046	5	14.66
833	14	5	6.49
5477	106	4	31.58
949	110	5	23.69
493	5	3	23.53
12	1129	4	6.03
327	110	3	5.25
125	431	15	114.75
1931	102	4	13.77
301	101	24	56.33
295	380	13	146.63
107	358	3	4.36
1153	102	6	19.25
368	203	5	40.25
101	3515	3	8.99
2918	101	3	8.07
125	280	3	9.92
105	1135	5	17.33
139	155	3	6.77
129	426	3	13.36
102	5048	4	28.59
121	357	4	15.51
1627	14	7	23.51
6663	3268	3	63.36
3041	12	3	8.57
110	532	3	8.06
2142	103	3	9.18
1885	103	3	8.63
186	160	8	48.29
3131	117	4	31.06
101	1029	4	4.84
1544	14	4	7.83
12	172	17	9.83
2	398	4	8.55
12	220	14	12.69
101	2317	4	11.34
206	102	92	530.12
119	1070	3	15.91
1075	102	7	23.37
935	9	3	11.49
189	101	20	17.74
161	138	13	67.23
4806	102	4	23.64
12	676	5	5.88
3821	102	4	21.07
101	521	7	8.27
113	139	6	4.22
1185	14	4	5.71
343	12	7	4.48
128	167	3	6.07
647	110	3	8.98
101	2827	3	8.07
114	298	3	6.39
3339	14	3	8.93
597	106	10	37.44
1218	14	7	18.41
393	103	7	10.77
101	6080	3	13.76
165	115	6	11.09
1694	102	7	31.03
3792	102	3	13.3
8	549	3	8.69
12	1897	7	27.8
565	881	3	33.34
9	10	12	37.98
101	1147	6	13.27
136	108	42	121.88
103	492	4	4.11
107	2210	3	14.37
180	278	5	34.58
591	315	3	27.44
1870	106	5	22.47
4941	106	3	17.03
568	117	13	88.38
108	332	8	24.87
525	12	15	42.89
108	201	6	8.86
