116	180	26	10.36
176	585	4	9.07
1098	17	4	9.12
1826	182	7	45
116	114	135	13.53
145	1556	3	7.78
212	134	11	9.19
148	422	6	8.89
121	1235	8	18.67
118	4976	3	7.65
112	2843	4	7.9
998	284	3	12
163	2105	3	10.89
166	1017	3	7.37
2674	101	9	9.3
12	112	821	87.21
162	1171	4	11.77
105	4759	5	11.01
714	131	6	10.01
132	153	20	6.81
15	8	9	9.3
825	101	24	18.23
12	186	95	11.18
193	560	4	9.88
240	537	3	8.03
12	226	90	57.24
10	1432	3	11.29
256	604	3	8.6
1114	269	3	11.99
330	438	3	8.53
589	270	6	28.05
447	243	3	6.94
131	2132	3	6.77
2087	288	10	100.12
562	103	27	14.26
424	158	5	8.3
2757	145	3	11.86
4347	5155	3	43.44
474	691	3	13.48
238	389	6	18.58
189	109	45	16.02
134	174	54	173.33
109	7956	3	10.28
781	178	3	6.92
1089	16	8	22.47
101	3449	7	7.23
116	5786	3	10.04
3039	1963	3	31.87
6479	107	3	9.06
478	117	11	8.13
837	106	16	11.01
106	3370	6	8.82
258	113	23	14.91
318	526	3	9.17
9	2417	7	22.89
2317	130	3	6.9
169	2214	3	11.91
740	432	3	12.61
478	281	3	8.04
580	188	4	10.4
13	16	17	15.37
284	879	5	24.13
1334	4405	4	47.04
411	197	11	46.4
3529	12	7	8.73
383	120	11	8.95
910	113	8	7.19
171	1108	4	13.08
552	12	29	8.4
5995	110	3	6.92
1535	300	4	22.45
2043	388	3	17.87
122	1276	5	7.06
600	257	3	8.76
400	426	4	15.13
262	531	4	13.97
1799	164	3	10.5
571	161	7	20.11
145	114	43	9.05
111	151	45	7.04
315	649	3	10.2
126	226	14	9.17
102	252	53	9.86
685	327	3	10.63
2214	119	4	7.89
2645	101	9	9.3
135	514	7	11.28
2362	112	7	17.76
124	2373	4	10.22
2392	764	3	23.42
102	203	97	82.4
341	116	12	7.12
105	4047	6	13.21
1605	142	4	11.22
1461	116	6	9.46
116	1240	6	8.1
316	245	69	732.43
101	2112	11	11.36
103	606	23	6.65
427	327	3	7.86
2393	101	10	10.33
5160	102	4	6.75
104	5579	4	8.32
1633	6993	3	40.12
1093	129	5	9.05
148	1489	3	7.05
2052	108	7	11.64
2698	159	3	11.88
179	4708	3	18.47
281	193	5	8.34
3827	116	4	11.88
209	128	15	9.17
433	553	3	11.4
316	104	42	18.63
662	102	22	7.49
121	125	60	9.72
766	121	7	8.33
119	3369	3	8.08
110	119	138	8.24
6195	8	3	12.3
962	104	16	11.12
351	142	7	8.43
847	188	4	12.93
7503	113	3	12.85
596	211	3	6.87
116	6119	3	10.04
740	111	13	16.7
185	139	26	48.61
221	5	4	7.01
6	233	5	12.24
355	562	3	10.87
7446	106	3	6.9
184	879	3	7.9
2063	113	5	7.77
4492	109	5	17.14
1424	1551	3	24.67
3431	120	3	6.95
135	2955	3	9.72
153	2118	3	9.98
134	1234	11	51.15
16	1422	5	12
265	1099	3	12.4
196	1053	3	9
179	1119	3	8.46
8139	106	3	6.9
1555	143	4	11.64
391	117	12	6.98
4693	115	3	6.87
122	5187	3	11.49
386	393	3	8.95
3098	7193	3	45.11
216	879	3	9.64
2477	120	4	8.65
3462	120	3	6.95
600	1158	3	18.07
4687	4719	3	41.21
4943	123	3	9.77
920	168	3	7.45
1338	114	8	13.98
104	4399	4	8.32
381	927	3	13.47
104	2308	8	8.37
1080	1014	4	30.63
106	1059	13	7
145	1240	5	16.4
103	2015	10	7.9
148	289	8	10.36
255	250	5	11.34
131	606	6	8.4
1635	101	13	8.04
119	4517	3	11.61
7	2697	9	35.29
1394	9	6	6.84
1143	10	5	22.54
2936	7	6	15.12
3108	114	4	8.83
110	1491	9	13.73
105	2924	6	8.28
4077	131	3	10.91
8	3667	3	8.08
114	1116	6	7.02
1003	101	15	6.81
260	9	20	7.1
1719	7	6	6.82
102	5704	4	6.75
113	449	18	21.23
515	2003	3	20.23
425	318	7	29.87
270	2	19	9.86
108	1611	8	8.13
1668	119	5	9.67
842	806	4	26.05
1963	9	7	17.25
1048	116	7	8.86
109	170	64	39.29
335	454	3	9.23
122	2619	4	9.5
106	4827	5	11.5
153	4996	4	25.05
320	253	5	14.32
250	266	4	7.89
3022	117	4	8.34
143	160	18	14.63
8	1508	6	7.69
321	1499	3	15.31
107	3424	5	7.73
773	130	7	13.12
132	911	6	12.3
541	208	4	10.92
102	1854	12	14.32
223	12	67	7.46
148	623	5	9.24
1571	298	3	15.01
727	235	3	10.22
101	271	66	12.42
303	281	5	13.51
233	294	5	12.36
4621	1798	5	68.68
249	877	3	10.87
300	1188	3	13.06
375	130	9	10.23
3043	111	5	10.62
166	216	12	26.42
3794	785	3	28.02
101	199	102	28.05
399	516	3	10.39
110	800	13	16.47
426	479	3	10.69
1935	103	11	12.31
180	120	21	9.25
295	4409	5	50.13
2346	106	7	8.09
251	12	73	31.99
8	305	19	9.83
110	681	11	6.67
601	298	7	34.34
208	432	4	8.93
310	1238	4	22.56
691	366	3	12.06
6993	670	3	35.6
7936	106	3	6.9
166	1585	3	9.63
131	1506	12	61.37
4069	12	6	7.48
342	130	13	19.99
899	12	19	6.82
5134	115	3	8.87
720	208	3	8.02
9	593	11	7.61
200	1444	4	19.06
759	235	3	9.34
156	1243	4	12.23
724	332	3	11.17
106	1257	18	34.39
311	315	5	14.67
129	685	8	15.25
119	1361	6	11.47
422	112	28	51.63
257	198	6	11.56
568	119	8	8.17
1264	123	8	19.96
7	1842	6	7.69
204	116	24	13.29
150	102	135	10.74
224	1704	3	13.27
356	295	3	6.75
106	3987	5	6.86
1963	1370	8	97.9
4337	3265	5	80.6
296	292	5	13.39
6992	2801	3	44.08
125	1056	8	19.24
2882	108	5	6.83
3354	8	4	7.67
159	155	12	8.03
2409	140	3	8.84
428	261	3	6.94
1535	671	3	20.43
3653	435	3	28.14
464	6	3	7.73
393	108	19	6.72
2234	102	9	7
2733	128	3	6.75
140	126	144	435.39
179	602	4	9.82
258	611	5	20.05
106	3884	6	13.81
312	597	3	10.2
4101	340	4	32.92
445	289	3	7.83
465	1026	4	23.28
106	5907	3	6.9
4914	116	3	8
1151	121	7	12.71
182	1826	7	45
108	519	15	8.13
1015	126	6	11.11
413	752	4	18.77
157	1801	3	9.39
701	504	4	20.9
154	12	165	26.71
3253	120	3	6.95
102	709	26	22.14
16	3580	3	8.88
1352	1015	3	21.65
106	7628	3	6.9
1281	122	5	8.16
585	176	4	9.07
1181	103	15	7.91
2850	16	3	7.96
520	522	4	19.26
9	13	40	34.54
765	192	3	7.3
214	598	3	7.2
328	316	4	10.79
12	686	24	7.58
6924	6532	3	54.67
250	437	4	11.53
457	279	3	7.2
102	2108	9	7
551	1101	3	16.91
2451	109	6	8.7
187	562	4	10.03
457	181	5	11.96
1615	147	3	7.52
167	748	4	9.75
12	730	23	6.85
123	12	526	189.94
476	156	5	8.99
101	448	38	7.06
550	5	3	8.85
285	5314	4	39.25
109	4820	4	9.11
764	105	16	6.7
329	122	11	9.02
137	135	24	7.25
1820	105	9	7
118	2444	5	10.45
106	103	1570	56.57
2685	115	7	21.59
4851	106	5	11.5
347	486	3	9.19
1581	130	5	12.62
550	118	11	10.6
156	183	10	9.33
215	2368	3	15.07
119	547	17	39.52
3098	101	7	7.23
2024	121	4	6.86
12	2469	10	12.47
123	5136	3	11.86
2654	125	4	11.43
698	114	10	10.14
2690	313	3	18.35
951	367	5	27.94
132	4676	3	12
1105	2110	3	24.9
128	2	82	7.39
237	101	71	7.83
307	8	21	16.56
3573	7	7	27.44
128	161	22	10.31
6019	119	3	11.61
507	735	3	14.18
160	535	5	10.57
343	7	22	17.24
2504	104	7	9.4
111	5447	3	8
160	358	8	16.71
188	403	5	11.51
2252	267	3	15.95
1123	662	3	17.45
243	447	3	6.94
106	2960	7	10.84
224	687	4	13.53
104	327	37	11.02
7530	179	3	25.14
1080	159	3	7.19
274	155	10	19.18
1437	213	3	11.77
932	164	6	21.59
156	131	20	8.74
9	7658	3	12.27
101	535	31	8.44
300	1535	4	22.45
156	196	11	13.04
395	6971	3	31.97
137	219	13	13.54
188	2794	4	23.69
176	1045	3	7.94
109	2875	5	7.75
102	1881	11	18.56
878	1831	8	87.49
4690	144	3	14.36
640	114	14	23.26
250	369	4	10.4
1600	692	4	30.28
12	627	25	6.92
379	285	3	6.88
137	2910	3	9.55
108	7456	3	9.65
103	3965	5	8.19
101	2664	9	9.3
130	1557	4	8.25
6564	509	3	33.36
1054	12	18	9.84
103	4085	6	9.83
120	5931	3	11.57
1434	668	3	19.2
114	7535	3	13.27
226	3716	3	19.34
21	879	3	13.6
254	120	29	51.05
183	12	101	18.46
364	208	5	12.06
16	857	5	6.75
109	1227	10	11.58
3264	110	5	13.41
1171	117	7	9.34
130	117	90	41.48
8192	115	3	13.13
205	787	3	8.79
172	1889	3	11.88
104	1378	13	11.98
1477	115	6	7.47
1712	2756	3	28.68
428	6303	3	31.85
184	137	14	10.73
2306	12	10	12.47
220	120	18	12.88
411	614	6	33.02
597	312	3	10.2
184	333	5	9.19
290	231	5	10.6
164	979	3	7.34
140	225	9	6.96
137	1441	4	9.26
148	1715	3	7.83
765	217	3	8.66
125	2626	3	6.64
111	662	10	6.69
328	299	5	15.51
104	5709	4	8.32
9	121	138	21.81
246	155	9	13.76
543	786	3	15.97
148	1867	3	8.78
109	4081	4	6.87
1281	189	3	10.55
1066	3524	3	27.6
312	2499	3	18.52
950	241	3	10.4
208	329	4	8.14
407	1047	3	15.54
2368	215	3	15.07
117	1123	14	39.94
426	129	11	19.21
1563	153	3	8.05
1650	104	10	7.53
1058	161	5	16.47
110	7115	3	11.08
8	499	13	8.91
601	508	3	13.12
1563	203	3	12.08
635	151	4	6.85
2663	128	3	6.75
1976	2205	3	29.57
9	367	19	16.3
136	461	7	9.63
106	7496	3	6.9
106	1228	15	18.02
1982	123	4	8.18
116	1802	5	8.13
2932	102	8	13.5
246	572	3	7.99
113	3947	4	10
1879	276	3	16.17
472	311	3	8.87
208	374	9	33.9
5	221	4	7.01
321	270	6	19.05
2	2082	5	7.98
140	2725	3	10.35
607	531	3	13.3
1130	164	3	7.88
129	2479	3	6.78
180	136	13	7.91
1656	128	5	12.01
1242	126	5	8.46
168	878	4	12.53
358	833	3	12.56
146	1940	4	14.22
159	110	76	50.39
1321	117	6	7.46
2934	132	3	8.42
565	2403	4	35.68
3050	137	3	9.55
3951	120	3	8.04
439	307	3	8.96
5278	5317	4	70.59
6478	106	3	6.9
2172	171	6	34.55
7564	132	3	18.55
802	130	8	17.66
12	3503	7	8.73
5751	110	3	6.92
444	625	4	19.77
158	1083	3	6.93
107	1097	12	12.08
1134	343	3	14.51
119	7540	3	15.97
173	1469	4	15.33
428	415	4	14.8
526	285	4	13.76
103	3890	5	8.19
671	653	5	31.74
118	1058	7	8.16
270	321	6	19.05
970	350	4	19.41
160	330	6	9.31
106	2700	8	18.41
713	105	19	13.97
657	115	9	6.84
7965	106	3	6.9
116	2375	4	6.83
526	113	12	9.57
112	837	9	9.1
1048	132	6	12.82
164	2004	3	11.01
260	319	4	8.95
1383	273	3	13.17
171	714	11	52.33
3723	6581	3	46.35
3670	1884	6	84.38
563	105	22	8.78
178	1508	3	10.81
915	103	18	9.5
102	5477	4	6.75
2086	172	11	92.61
1719	152	3	8.98
885	539	4	23.06
7347	109	3	10.28
119	145	58	68.53
106	512	40	92.33
131	155	30	31
300	1205	5	28.59
1515	128	4	7.22
131	254	12	12.26
109	5048	4	13.71
4415	245	5	47.62
108	5854	3	9.65
1044	374	4	22.82
137	426	10	19.73
143	207	14	20.71
4055	121	3	7.83
117	182	25	10.72
7	4309	3	7.56
5040	104	4	8.32
119	3128	4	10.78
320	9	17	7.52
845	104	16	7.36
2165	9	5	6.95
117	116	128	18.1
102	1837	10	8.31
457	579	3	11.71
250	287	4	8.33
12	1093	17	6.9
161	2212	3	11.03
250	221	14	56.29
8	1471	6	6.9
132	1000	5	8.51
120	1309	5	7.17
117	57	22	17.84
5802	7	3	7.56
105	129	208	24.54
7228	131	3	18.97
4163	114	3	7
1566	737	4	29.98
298	396	8	34.58
