3	1
1	2
45	3
88	4
3	5
76	6
124	7
10	8
21	9
19	10
3	11
101	12
3	13
165	14
60	15
2	16
2	17
28	18
33	19
3	20
23	21
42	22
77	23
17	24
7	25
266	26
319	27
395	28
35	29
2	30
23	31
15	32
29	33
23	34
128	35
2	36
108	37
27	38
123	39
15	40
20	41
25	42
1	43
51	44
88	45
4	46
31	47
576	48
5	49
53	50
24	51
35	52
43	53
248	54
21	55
2	56
1	57
403	58
25	59
3	60
15	61
21	62
7	63
63	64
176	65
79	66
12	67
10	68
6	69
10	70
35	71
159	72
132	73
70	74
18	75
1	76
28	77
15	78
33	79
22	80
98	81
53	82
7	83
20	84
45	85
11	86
62	87
190	88
23	89
51	90
5	91
111	92
159	93
2	94
144	95
1	96
58	97
68	98
596	99
22	100
23	101
217	102
72	103
142	104
170	105
32	106
208	107
8	108
99	109
75	110
45	111
198	112
6	113
19	114
73	115
4	116
49	117
89	118
51	119
10	120
239	121
8	122
313	123
77	124
19	125
187	126
7	127
74	128
6	129
240	130
233	131
23	132
306	133
2	134
145	135
289	136
1	137
37	138
27	139
52	140
218	141
5	142
8	143
59	144
6	145
10	146
7	147
2	148
18	149
50	150
62	151
28	152
148	153
97	154
246	155
136	156
1	157
31	158
50	159
60	160
8	161
60	162
36	163
7	164
102	165
584	166
36	167
38	168
15	169
26	170
5	171
31	172
100	173
5	174
1	175
25	176
24	177
2	178
453	179
144	180
4	181
1	182
127	183
1	184
21	185
12	186
46	187
6	188
57	189
157	190
10	191
43	192
21	193
60	194
217	195
146	196
89	197
28	198
3	199
57	200
181	201
136	202
17	203
21	204
75	205
1	206
28	207
11	208
5	209
13	210
9	211
18	212
102	213
22	214
209	215
37	216
9	217
5	218
264	219
37	220
145	221
25	222
5	223
13	224
2	225
28	226
6	227
2	228
22	229
1	230
114	231
3	232
197	233
9	234
29	235
159	236
113	237
7	238
124	239
58	240
13	241
147	242
4	243
74	244
1	245
37	246
113	247
2	248
6	249
1	250
1	251
150	252
52	253
134	254
319	255
16	256
8	257
417	258
107	259
299	260
2	261
14	262
193	263
288	264
16	265
219	266
15	267
10	268
10	269
11	270
74	271
26	272
143	273
279	274
5	275
21	276
64	277
120	278
53	279
16	280
2	281
616	282
63	283
173	284
16	285
41	286
9	287
146	288
1	289
3	290
5	291
66	292
11	293
35	294
36	295
245	296
2	297
80	298
133	299
49	300
95	301
13	302
27	303
25	304
96	305
14	306
17	307
1	308
4	309
9	310
1	311
465	312
17	313
6	314
179	315
97	316
67	317
2	318
7	319
3	320
177	321
23	322
22	323
4	324
20	325
48	326
62	327
2	328
26	329
7	330
144	331
323	332
18	333
1	334
149	335
47	336
5	337
298	338
2	339
38	340
49	341
4	342
333	343
2	344
6	345
3	346
6	347
22	348
241	349
230	350
17	351
228	352
100	353
38	354
1	355
54	356
19	357
31	358
46	359
2	360
28	361
38	362
179	363
204	364
254	365
31	366
65	367
6	368
17	369
78	370
46	371
7	372
15	373
13	374
15	375
2	376
136	377
1	378
309	379
21	380
2	381
7	382
54	383
433	384
136	385
18	386
80	387
3	388
53	389
1	390
6	391
14	392
1	393
2	394
192	395
49	396
85	397
311	398
17	399
7	400
95	401
7	402
8	403
74	404
10	405
7	406
67	407
75	408
1	409
2	410
1	411
61	412
9	413
67	414
13	415
60	416
66	417
401	418
127	419
26	420
80	421
11	422
274	423
16	424
30	425
21	426
122	427
88	428
3	429
90	430
1	431
43	432
219	433
236	434
22	435
21	436
2	437
9	438
101	439
68	440
152	441
116	442
3	443
290	444
11	445
7	446
88	447
186	448
176	449
6	450
86	451
27	452
83	453
1	454
135	455
66	456
1	457
94	458
7	459
21	460
29	461
1	462
52	463
2	464
21	465
4	466
2	467
46	468
54	469
1	470
165	471
21	472
4	473
39	474
32	475
11	476
49	477
25	478
25	479
27	480
20	481
30	482
14	483
125	484
88	485
20	486
2	487
190	488
137	489
6	490
294	491
30	492
47	493
126	494
207	495
1	496
234	497
5	498
32	499
15	500
2	501
3	502
31	503
137	504
13	505
10	506
28	507
72	508
8	509
80	510
21	511
1	512
78	513
241	514
28	515
293	516
25	517
147	518
6	519
71	520
56	521
5	522
3	523
7	524
259	525
104	526
95	527
25	528
18	529
2	530
13	531
43	532
3	533
14	534
37	535
3	536
93	537
22	538
12	539
530	540
19	541
6	542
8	543
8	544
298	545
152	546
97	547
252	548
75	549
136	550
19	551
5	552
72	553
499	554
169	555
69	556
57	557
322	558
91	559
71	560
105	561
29	562
41	563
9	564
110	565
255	566
15	567
7	568
5	569
439	570
73	571
305	572
46	573
7	574
70	575
116	576
22	577
27	578
3	579
17	580
3	581
13	582
32	583
1	584
582	585
3	586
482	587
68	588
9	589
1	590
208	591
118	592
108	593
7	594
74	595
247	596
59	597
1	598
49	599
76	600
20	601
5	602
333	603
1	604
13	605
73	606
77	607
95	608
3	609
18	610
13	611
9	612
22	613
404	614
156	615
97	616
10	617
42	618
11	619
87	620
29	621
15	622
290	623
15	624
6	625
10	626
52	627
33	628
254	629
607	630
2	631
142	632
25	633
25	634
157	635
6	636
76	637
10	638
10	639
22	640
4	641
2	642
43	643
4	644
92	645
1	646
22	647
67	648
11	649
25	650
4	651
82	652
5	653
33	654
99	655
6	656
86	657
26	658
19	659
49	660
33	661
2	662
22	663
87	664
1	665
3	666
94	667
312	668
14	669
147	670
175	671
12	672
37	673
8	674
14	675
113	676
35	677
135	678
80	679
16	680
98	681
5	682
40	683
1	684
25	685
98	686
28	687
229	688
21	689
25	690
16	691
30	692
349	693
3	694
73	695
6	696
55	697
10	698
29	699
28	700
48	701
17	702
3	703
17	704
26	705
181	706
167	707
35	708
88	709
143	710
223	711
2	712
24	713
1	714
46	715
78	716
390	717
73	718
12	719
40	720
26	721
29	722
20	723
7	724
94	725
420	726
574	727
43	728
36	729
25	730
42	731
379	732
3	733
79	734
106	735
48	736
110	737
1	738
22	739
10	740
5	741
137	742
5	743
12	744
16	745
99	746
2	747
4	748
10	749
45	750
25	751
30	752
7	753
116	754
53	755
2	756
9	757
156	758
66	759
1	760
171	761
141	762
13	763
1	764
83	765
51	766
27	767
122	768
44	769
1	770
10	771
287	772
20	773
21	774
30	775
7	776
31	777
13	778
4	779
244	780
22	781
8	782
96	783
20	784
40	785
10	786
193	787
24	788
164	789
287	790
610	791
11	792
1	793
6	794
6	795
25	796
5	797
105	798
17	799
32	800
39	801
2	802
107	803
48	804
123	805
53	806
6	807
23	808
95	809
60	810
149	811
215	812
100	813
26	814
74	815
83	816
7	817
12	818
42	819
376	820
2	821
39	822
38	823
39	824
34	825
160	826
237	827
42	828
210	829
2	830
2	831
90	832
52	833
32	834
2	835
326	836
25	837
38	838
65	839
334	840
99	841
55	842
33	843
170	844
56	845
12	846
12	847
581	848
38	849
95	850
71	851
56	852
158	853
10	854
2	855
6	856
78	857
28	858
3	859
70	860
15	861
2	862
3	863
237	864
5	865
46	866
129	867
274	868
124	869
567	870
37	871
23	872
192	873
5	874
59	875
103	876
80	877
12	878
158	879
34	880
19	881
605	882
2	883
71	884
3	885
3	886
21	887
40	888
26	889
55	890
26	891
173	892
419	893
2	894
65	895
1	896
13	897
31	898
9	899
32	900
13	901
2	902
3	903
26	904
20	905
48	906
3	907
38	908
242	909
150	910
2	911
12	912
47	913
73	914
96	915
55	916
47	917
11	918
34	919
18	920
45	921
15	922
132	923
28	924
119	925
13	926
153	927
14	928
7	929
26	930
232	931
13	932
167	933
1	934
5	935
525	936
55	937
20	938
171	939
8	940
189	941
4	942
7	943
6	944
225	945
33	946
527	947
152	948
5	949
26	950
575	951
18	952
6	953
35	954
166	955
214	956
16	957
102	958
33	959
14	960
8	961
7	962
65	963
4	964
3	965
16	966
141	967
1	968
11	969
92	970
25	971
117	972
19	973
49	974
51	975
70	976
15	977
11	978
134	979
2	980
24	981
1	982
24	983
356	984
11	985
3	986
96	987
209	988
10	989
83	990
39	991
320	992
15	993
59	994
45	995
3	996
125	997
5	998
3	999
80	1000
103	1001
46	1002
136	1003
135	1004
181	1005
28	1006
37	1007
10	1008
19	1009
97	1010
26	1011
15	1012
155	1013
3	1014
66	1015
100	1016
3	1017
314	1018
4	1019
560	1020
2	1021
63	1022
9	1023
337	1024
14	1025
7	1026
354	1027
20	1028
5	1029
65	1030
331	1031
1	1032
2	1033
45	1034
7	1035
84	1036
4	1037
107	1038
34	1039
488	1040
178	1041
63	1042
1	1043
219	1044
10	1045
47	1046
1	1047
35	1048
319	1049
44	1050
1	1051
19	1052
7	1053
58	1054
3	1055
75	1056
13	1057
1	1058
573	1059
1	1060
606	1061
88	1062
46	1063
31	1064
8	1065
122	1066
53	1067
2	1068
8	1069
21	1070
49	1071
2	1072
64	1073
140	1074
5	1075
39	1076
58	1077
48	1078
38	1079
258	1080
112	1081
320	1082
4	1083
35	1084
221	1085
99	1086
3	1087
157	1088
5	1089
22	1090
1	1091
162	1092
121	1093
25	1094
50	1095
6	1096
165	1097
90	1098
42	1099
6	1100
131	1101
5	1102
207	1103
162	1104
40	1105
425	1106
71	1107
159	1108
5	1109
135	1110
1	1111
301	1112
71	1113
24	1114
277	1115
17	1116
6	1117
94	1118
249	1119
90	1120
49	1121
24	1122
3	1123
38	1124
18	1125
211	1126
139	1127
