378	2474	10
5087	4957	15
1573	4170	1
102	585	11
112	5838	5
14	6266	14
722	3634	3
12	1700	13
101	1219	16
149	5102	0
155	8357	1
3081	4840	15
122	8816	8
111	7696	4
117	5490	3
203	2497	36
7996	1077	15
1939	4895	18
615	151	20
1359	6581	8
104	9406	14
836	9377	7
215	2400	1
125	1734	5
14	436	6
111	7656	32
104	215	26
102	7047	3
108	2321	18
14	9628	25
3601	1483	7
106	4325	11
101	5609	8
2056	7668	17
2266	9258	40
103	8492	16
9125	6441	9
5348	7183	0
10762	7436	35
3505	2330	3
13663	4633	10
2251	5380	12
7323	3695	26
102	749	8
210	9367	26
103	7891	7
662	9604	5
3300	5292	10
420	1769	24
139	7090	9
25795	5360	15
106	1691	20
103	4986	16
102	8564	24
5877	7874	15
151	579	9
174	7696	0
2250	2427	8
8	9860	2
16864	1818	5
14	1734	20
103	9042	14
118	9276	9
2169	3317	8
14	8173	20
1691	8061	17
106	8816	22
101	8051	6
7995	1681	30
155	6868	12
533	4677	27
101	2866	12
102	6584	22
7	2090	6
4867	9404	20
103	7135	11
2668	6106	20
12780	5333	14
118	4690	24
15638	9815	23
191	7035	17
442	6984	3
142	1242	16
25770	2811	10
11057	324	21
160	7580	7
6507	5364	12
116	8965	17
33062	1559	20
101	1363	14
110	6835	17
108	8612	7
1295	1732	7
2575	7680	5
14	8551	21
7	5894	2
106	3444	12
5096	3377	10
2	3437	15
7	6288	0
6617	8679	9
858	48	11
106	675	5
488	8701	2
34770	9816	27
11135	8154	20
116	3574	11
14	4976	30
3551	7503	21
1606	2723	7
6820	9620	0
236	6130	7
2	5127	4
196	6488	15
12737	3956	17
15530	7968	9
6500	8079	8
290	2795	13
506	8719	5
106	2631	21
190	5427	33
107	3376	0
101	6987	23
12	2210	17
767	6825	5
8523	5129	8
122	8697	22
961	7971	17
33686	1575	15
11285	1707	5
9343	6042	21
102	784	25
123	3431	0
14	1284	16
14	8021	34
28392	1740	17
1314	7008	17
9270	7559	9
28347	587	11
31788	8993	5
2	1854	13
484	8116	1
170	1150	4
351	8225	1
102	1694	3
103	5495	5
7	3812	14
2428	5025	4
1682	3537	32
232	9360	5
10538	7143	0
12	6937	14
134	6696	40
4684	2281	3
110	784	22
12948	3234	10
28165	6698	15
1738	2133	22
104	5972	20
14	7761	14
105	5427	9
467	1733	14
129	1640	27
398	557	11
2233	8996	30
14371	5926	8
101	9857	4
110	366	8
30639	6929	26
101	3840	12
662	5331	28
148	9330	39
2	7275	19
12155	9903	9
416	604	24
471	8627	1
9136	6405	1
960	4635	19
110	8392	13
9303	9227	25
14	9168	7
14	567	9
679	4344	30
486	4827	12
7473	4145	19
3263	465	4
14	2771	25
103	1734	11
18135	1601	0
195	4457	23
1193	3209	9
122	4832	32
8	3769	16
119	3372	5
157	1744	5
12	3629	18
275	8679	1
103	3369	19
105	3985	23
107	8831	0
415	595	17
1811	6412	7
101	9610	12
105	2591	13
246	3418	7
2156	4214	27
102	5668	5
8817	6239	10
192	5645	0
1036	6810	22
103	2148	20
24887	700	0
30398	3116	24
12	8032	20
107	1684	2
9	4366	16
143	655	13
127	6685	17
2495	9611	12
135	1182	18
1748	7236	3
122	8196	7
7427	8181	13
4149	9227	10
117	839	6
105	1354	18
13258	3787	9
540	3700	13
128	9596	20
642	8020	20
9541	3026	12
2095	1518	1
102	27	17
12	4342	22
18320	7993	15
115	6293	9
34088	7111	9
189	810	17
103	3862	6
14	771	20
2514	9332	20
104	9800	23
14970	1284	22
2	313	9
25084	2614	9
979	6578	0
111	9384	5
124	1623	1
110	7293	25
610	9683	1
19549	9954	8
33828	7357	1
17611	5978	2
1105	268	16
2332	5490	18
6404	2118	2
14	868	10
115	8445	4
110	6548	29
107	8294	0
543	7741	9
102	2200	31
24785	7828	13
3467	1922	7
36173	5185	6
160	6965	17
28105	4862	4
123	6050	0
207	1150	8
5383	5228	3
7292	9677	20
205	4923	3
102	124	15
198	5024	7
340	1999	25
12	9527	12
14	3009	17
103	2004	3
28645	1687	20
15300	6472	37
647	7830	12
14	1046	24
516	3427	9
113	5346	2
140	2576	7
111	4018	27
105	733	8
110	705	3
102	2597	28
120	5311	2
113	1325	18
200	7822	1
14	1111	19
104	8476	16
19160	4890	8
870	786	17
106	388	9
1019	5808	12
110	9835	10
1411	2184	18
14	9522	11
8423	1008	17
102	1159	3
444	7529	2
3637	2635	2
101	2602	21
548	2832	7
103	815	15
12	2125	8
102	1222	8
127	3441	6
101	4004	15
277	3327	28
137	1207	14
319	1699	18
5272	2244	6
4273	2234	7
14	7161	1
7	9726	16
592	2038	5
101	7913	9
2422	1663	25
2713	8789	9
115	2120	17
5351	3063	20
12	1319	2
5380	8355	21
14	9848	8
105	1179	7
1135	7365	14
3758	6426	37
1598	9604	1
34637	9312	7
2685	3505	5
14	1505	24
101	3353	12
12	7920	10
107	7916	1
3331	935	1
108	1379	1
104	1219	15
2171	318	25
295	6985	3
1054	7848	14
6241	881	7
30914	3983	5
2	7920	5
1227	907	10
122	3943	3
118	4860	10
104	398	8
2	9073	12
105	4711	14
109	9573	5
14	2187	18
29839	7867	30
29857	9149	24
1028	9330	1
101	50	13
12	5083	11
458	9569	1
735	6697	23
2591	9572	0
2189	2215	9
3398	1813	5
8889	8797	0
114	4542	14
688	5517	1
7	3655	12
2694	8984	15
154	1911	13
14	5161	9
4021	9425	3
102	1660	10
10527	7842	12
104	6371	2
101	3358	13
1500	8095	4
25170	3804	5
118	4859	11
7	876	13
14	5354	20
108	8591	2
763	42	16
194	902	26
2200	115	1
12	7098	12
472	83	32
2844	5014	42
8276	6338	24
4460	2805	9
1122	8896	25
103	1177	1
104	8302	7
1750	6232	1
1686	6472	28
106	5833	10
108	7103	4
12	44	15
4670	8921	44
5418	4899	24
104	2961	17
102	1152	2
15762	4537	1
7	1180	9
136	2107	15
121	4123	7
14	5421	37
148	7974	18
110	3172	29
20480	9831	5
109	8018	2
235	9687	10
598	9977	3
577	8124	1
102	5516	15
112	2413	7
848	1378	10
1981	6138	17
710	6291	10
10367	1647	9
103	2957	21
290	8960	11
102	2538	8
2412	3219	1
2	44	0
4966	2655	20
12	9415	13
1422	6383	4
1354	2114	16
424	8802	26
14	4176	19
109	1457	23
1364	482	29
2014	3029	10
121	1808	14
3293	4758	1
14	9718	23
184	9718	2
12	3726	16
110	7840	5
12	807	7
20655	6400	13
146	6175	10
101	3114	16
8893	1724	12
107	1591	0
136	6100	22
14	1834	32
2892	479	0
20944	6998	10
29700	4443	7
16239	3137	19
14	4243	14
102	5767	7
3543	1789	11
239	3161	4
12	4498	37
12	5530	5
102	2270	21
2944	9016	31
540	6806	5
12	7613	8
104	5071	7
106	830	11
4078	5886	3
57	7982	14
10982	9852	31
6159	3108	7
12958	1363	2
154	7637	19
702	2322	9
31882	1816	5
105	6413	1
6779	9731	4
12	4311	2
4201	62	0
103	7739	31
3532	5837	3
9267	8718	11
8631	4051	6
106	8795	19
106	3605	10
28756	3471	13
494	1427	7
101	6408	40
103	570	6
103	9181	8
12	9494	24
14	4616	24
152	1569	9
4322	3742	1
175	1296	6
1923	2927	1
338	3376	15
10594	6499	0
8319	2632	14
171	5275	11
303	1662	14
12	6295	17
101	792	17
1169	4091	34
103	7059	16
390	4201	12
242	1594	6
3199	1932	10
183	9153	25
103	4918	11
103	9055	30
137	6470	22
14	4746	14
14	2914	19
4029	4036	5
8994	7636	7
150	7182	8
190	1660	19
166	3093	13
1313	3574	39
7982	3559	5
14	7452	12
11647	2893	5
340	6516	2
6442	1181	27
22315	8076	26
113	7207	6
112	5097	12
6700	9131	7
569	9067	3
9283	5808	23
186	3045	23
151	4412	10
580	9854	18
191	4774	12
255	7355	9
106	3084	10
535	7898	8
6851	3648	1
120	4433	7
288	4004	19
250	2039	27
10563	9905	9
7340	9843	14
12	4814	2
984	2397	1
1493	7272	8
12	3817	14
109	3569	4
119	9321	17
161	9088	3
14	7065	30
143	3240	5
101	1889	11
131	2430	9
101	686	26
407	9996	17
101	3910	6
36166	9505	17
5034	8230	18
290	9896	4
299	385	12
18298	9361	23
8848	5872	34
101	4961	10
7884	6204	6
142	8896	10
141	827	0
101	2019	29
109	6843	6
8715	3198	14
254	7401	0
8	1752	23
111	3936	35
186	2093	2
2	2223	14
101	4036	16
14430	3586	0
12	3491	13
20133	9630	6
101	621	7
7114	175	48
2	7007	11
101	6651	4
29290	4881	12
102	1689	2
102	3839	4
14	9381	20
701	8028	9
103	6361	19
586	3015	4
105	6818	10
18915	4031	13
173	2505	0
261	2569	2
16716	9027	23
18261	3775	9
3478	942	29
6971	2227	0
136	6958	2
177	7285	4
163	5481	3
2529	5552	17
101	8503	10
108	2218	9
28867	2659	10
274	4205	7
7	1801	34
4981	8166	11
101	9088	24
791	8240	25
103	772	10
14	9872	16
323	9053	6
104	8829	22
9267	3865	0
103	2851	7
8	4818	7
152	1949	19
104	2879	3
600	3564	11
3777	3311	13
14	3987	14
14	635	18
2343	5836	19
134	7138	9
12	4429	13
101	676	11
627	8010	23
1970	8939	11
30989	6727	25
105	6889	16
2788	3965	22
1471	9097	18
477	9117	15
1461	3841	15
6882	1702	6
25017	5336	25
3996	6740	9
33572	3549	8
480	1687	7
103	8223	12
14	5125	13
20608	7005	4
14951	9670	15
101	1431	18
102	2874	4
104	7802	37
7997	1824	5
141	5390	5
114	8504	2
7151	7735	10
2	9877	24
101	8702	6
368	2121	10
121	8160	10
14	9454	14
103	755	10
104	3973	4
17952	5374	6
14	5902	5
1812	1343	24
14	847	15
10804	3979	10
126	1773	19
27166	3772	20
8	9036	18
975	4743	6
103	4924	26
6449	6627	9
102	8776	32
12326	895	1
101	1757	17
333	4743	1
20367	3137	1
240	2337	4
1132	4207	5
101	4829	16
8626	821	9
10866	1138	27
152	996	9
24260	5615	13
31989	2662	34
30917	512	7
101	2379	19
105	2704	11
103	7273	5
156	9630	27
138	2137	9
105	5878	12
22692	7855	16
12	779	3
112	1889	10
32373	6120	5
14464	6640	7
340	3517	15
362	2115	11
9579	9577	3
3565	9662	8
314	3711	5
614	4060	9
34590	9132	10
23120	8429	3
8	5333	3
101	7625	4
117	1080	4
31197	7349	15
14	4870	37
111	3930	3
10312	3271	15
1026	1777	14
114	4224	2
14409	9796	25
434	3503	3
218	3859	9
19766	984	1
408	7117	9
14	6269	15
6302	5449	9
109	4539	7
14	3973	42
14	9661	13
347	798	4
12	5933	23
356	8036	8
238	2631	19
104	7312	9
12499	5373	11
12	4834	6
118	4996	12
1678	5681	15
5865	8682	10
841	524	3
5772	9513	19
24939	8816	38
469	2839	3
7	2059	18
109	522	9
130	4563	2
102	7191	24
412	5477	24
201	9877	1
7	8651	17
27136	353	10
22667	4736	2
140	1419	21
8	5056	15
4043	895	10
791	7264	5
8792	6560	0
19995	6351	4
6762	9573	0
102	7980	33
110	8598	30
1523	4037	0
102	7317	14
7596	6795	10
103	9010	17
3220	5606	41
109	6945	9
1302	156	2
1503	1118	8
972	6013	15
366	4927	6
24984	6844	1
1857	3027	6
138	3269	27
229	4706	32
129	368	7
14	2247	9
302	7215	13
136	5094	22
12	4333	34
3827	8019	1
105	3791	4
12843	176	19
1717	2653	19
9976	2642	7
114	7197	8
11334	2802	16
141	7628	0
16039	2816	7
5138	6320	11
101	5309	10
110	4789	8
104	320	5
131	308	11
2152	2818	14
116	9428	1
28922	8708	10
106	1999	22
2084	3327	11
110	3245	17
14	5725	6
2537	6257	1
9216	5717	11
12	7299	4
8800	4427	8
105	2430	11
12	3534	2
1345	7073	8
211	4736	23
16	5741	4
122	2202	23
146	5051	8
58	733	3
1303	5316	11
208	5207	12
14	7030	7
10355	2826	4
7508	4625	14
18904	575	9
513	3495	4
2	6740	0
106	5530	10
12	895	15
7587	5415	5
8961	2328	11
348	3267	28
105	642	1
7	1934	2
14458	4316	17
4654	2097	5
26599	3639	4
14	9646	31
10944	2956	4
907	9548	36
103	9425	7
182	1999	19
549	7904	7
2	4784	16
14	2402	16
101	475	15
118	4333	44
12	3034	20
7	8996	11
136	3684	3
4700	4529	15
11144	9090	16
120	9211	12
102	5344	26
110	1453	19
9496	2687	1
10281	6078	4
101	8770	31
137	4383	6
103	5830	12
1026	5493	7
10	7977	1
118	229	13
367	2515	5
273	1039	0
21	752	19
5121	5622	2
141	625	0
7781	7319	12
102	4588	22
26948	7914	27
3514	7233	25
9146	7691	22
320	1639	14
565	9180	13
1729	3583	16
956	7240	8
103	7658	9
4503	8609	3
29943	6536	24
29986	849	10
103	9510	7
114	6906	50
1103	8160	11
1250	2228	3
159	9790	6
14586	5419	0
12	2131	10
588	1750	20
181	2417	8
101	9667	33
2687	7201	13
4143	5549	7
12	9245	19
336	9918	13
118	2420	11
1056	4094	13
102	6399	6
110	468	9
218	8391	28
101	9787	5
35159	7116	30
235	2306	6
2883	3520	19
103	6682	13
14014	7101	2
101	9078	2
103	6067	26
8	5139	40
33088	9011	15
5497	6230	14
2391	8067	21
8427	5836	9
12	7415	8
1186	4823	21
106	9107	5
22471	9058	18
151	6795	26
12	2230	2
2391	3010	31
28536	760	13
1078	6547	13
123	7108	0
103	8114	2
402	8745	9
2270	6408	3
1074	8224	27
12	808	32
107	1409	8
357	167	4
1392	7968	7
14	6914	11
140	4299	5
268	5427	29
1048	4484	2
710	1033	6
7438	7854	1
272	5876	14
2852	7743	2
31082	18	23
108	9103	1
102	368	5
7750	659	15
111	6273	5
7188	7895	12
2299	7763	1
12192	4633	26
6994	9417	11
12	9098	9
116	7068	7
139	6191	4
1608	6200	6
12	2634	10
1867	9748	18
105	6843	9
360	5764	20
108	3389	16
340	2454	12
101	2903	37
14	7280	25
1477	8415	10
1508	6316	34
101	136	12
2209	2871	2
101	4358	23
12	5871	16
1033	9773	4
14	3519	9
138	9715	2
101	6433	26
156	6586	11
1159	4955	22
175	198	20
108	860	18
117	8894	10
102	68	24
257	9258	8
935	6657	2
14	8824	14
8521	1756	4
102	9324	7
12	1256	21
137	9308	10
151	2739	10
4772	6443	9
14	1553	26
2121	8921	11
3626	8340	6
108	4688	31
101	2980	9
2184	2120	15
23567	6073	1
1132	9560	5
11129	282	10
21895	8219	0
437	3445	14
3228	17	22
4496	9433	19
7664	8092	15
6374	3394	27
1357	13	10
34771	5901	4
9806	240	4
119	4971	21
105	9328	3
101	6082	14
3596	1711	14
17795	8586	5
1123	7128	5
10762	4872	8
8621	3474	1
12	6107	13
184	1196	12
149	657	0
18322	7058	3
1858	6648	7
677	3215	18
14	3274	31
14	9547	23
106	383	3
205	48	12
11176	5335	12
163	135	1
8009	15	8
103	7227	28
2625	1529	12
14646	9649	19
203	9762	1
104	130	2
107	1674	0
14	8198	16
30887	8086	16
107	498	3
105	3579	26
127	2362	26
103	8973	7
109	758	2
102	7338	24
364	8607	12
113	7754	10
102	4418	4
14	3774	16
108	8944	6
14778	6947	18
7	8692	7
12	3269	9
3285	4389	0
137	126	4
2610	2181	13
992	6341	0
172	3514	11
14007	914	16
387	2313	7
566	3349	25
133	5570	0
103	6591	23
118	2643	7
127	4719	4
29848	3565	16
15038	4681	1
12	8052	7
226	124	8
1069	5091	17
6122	4810	17
919	9209	16
12	5971	10
33873	5317	9
2	977	18
101	5428	23
101	9565	2
108	2508	13
3453	7513	21
7861	9635	19
781	4256	8
101	3103	23
20981	487	10
8	8554	4
2612	5287	6
271	6208	4
103	9404	8
1584	5524	24
14	2382	20
133	3358	0
5129	2378	37
283	4004	3
215	1949	23
117	7744	4
12	4503	19
25806	3402	4
108	3978	2
101	3990	9
102	3218	8
109	8039	5
35792	2396	3
8	2851	25
32798	3517	20
31226	42	22
277	2497	22
2217	4816	6
101	4978	24
107	9454	1
352	4295	18
104	5952	7
106	5695	16
381	6154	3
102	1544	6
535	8895	19
8488	690	2
174	2372	0
103	416	10
30823	1440	9
35311	6886	43
5670	2646	5
102	3631	11
35161	6810	5
12	1834	17
14	8634	10
12	8962	14
9	9482	12
101	1422	17
349	3779	15
325	9095	9
194	2964	16
114	5255	5
19854	6353	0
102	2914	12
10713	253	15
111	8954	25
116	2622	24
115	5830	13
101	4520	5
1853	6656	3
262	7320	4
109	7550	5
1835	152	15
901	4023	14
12	5632	9
160	2782	35
12	512	8
12	2662	14
14	5952	41
151	435	11
104	6195	13
195	2022	19
363	7445	14
1158	2233	25
105	8856	30
777	6248	3
16866	675	1
9	6380	27
14	2077	23
6994	7209	1
3279	3040	15
22255	2856	12
1198	716	7
120	1171	1
23569	987	6
1917	948	9
148	494	4
3709	217	9
106	7807	3
8016	5254	26
101	4885	6
7605	4091	21
193	2999	2
22865	6721	1
2764	4218	9
102	9655	3
127	9318	11
247	282	1
119	4658	7
11467	6482	3
20602	395	6
135	6979	13
104	4840	8
6251	5466	15
2	7322	8
436	864	0
427	8748	7
14	5767	24
106	6962	4
3092	8256	36
238	6363	3
138	6883	12
266	6670	10
103	6867	1
3145	7135	8
108	580	11
101	2622	6
9	1016	14
21660	3646	1
124	1938	7
215	7642	1
5924	9479	8
4001	4638	5
101	7670	18
33061	242	25
118	4958	18
101	9656	10
12129	822	17
14	5390	6
109	2185	4
14	396	17
286	2278	1
111	4071	3
7096	8373	31
58	7656	4
12	6876	8
101	6331	21
14472	1081	0
7230	2299	6
5542	2293	19
105	3936	12
33644	712	8
142	1899	25
20959	6172	8
613	2483	26
104	3264	32
124	2831	13
102	8591	18
12	4229	27
30907	8826	8
102	6528	1
2374	2230	32
1659	2861	9
106	1006	4
12	2348	13
12	8365	5
1307	5743	13
6074	2587	32
101	6853	11
2403	9180	14
7188	8845	1
2	6306	25
653	294	12
309	4069	21
1031	2107	6
167	7670	25
112	5229	4
111	1405	13
157	5394	6
104	2677	3
102	7308	13
538	8307	11
14	8023	21
8	725	1
105	3549	15
175	2007	11
6895	3542	4
11684	4950	29
447	4074	4
1279	2414	0
142	1496	24
7	5766	28
357	2859	17
113	6546	25
119	185	22
12	8799	15
453	9515	16
4581	1170	5
653	980	6
1243	3989	18
101	1235	16
12	1293	34
102	5721	10
103	3695	37
12511	1377	7
12	4853	7
130	7762	1
1281	1784	19
386	4561	37
101	7546	6
397	8089	11
113	2206	20
8332	8701	14
101	1170	27
1850	5385	24
101	2363	12
103	4528	13
106	1105	9
9	1330	21
2996	3530	11
107	6862	1
108	321	1
102	9150	5
282	8878	24
115	8293	3
963	2138	1
316	6051	11
245	21	10
360	2312	0
880	437	12
102	4521	14
2400	3774	2
15400	2605	0
254	9640	0
14	8090	10
14	3604	17
5019	6145	23
9	2526	37
2	6381	16
2	8418	3
151	1978	13
5181	4896	6
201	2638	15
101	6112	8
14156	600	7
9	9816	41
12	439	37
16655	260	24
115	3937	25
1288	5072	4
103	3235	28
1618	9525	11
7914	598	32
14	5302	15
4852	2900	20
109	5398	1
224	8191	10
118	1002	22
408	2849	5
438	1765	31
265	7735	16
21471	3270	7
11383	117	2
261	7795	13
5167	1296	5
14777	4739	0
102	8777	5
101	4388	17
2	9193	11
14	8594	29
103	9697	9
4886	289	5
14	6557	14
12776	8565	12
2	4606	0
34240	4076	11
14	7139	16
873	8327	21
904	7253	13
1726	15	10
101	7858	19
12282	9725	10
141	8038	2
281	7430	14
2	2196	11
7	9574	23
16	9180	1
106	9074	30
179	8587	4
101	7793	14
568	4758	27
21417	564	7
135	4047	24
311	3236	19
8	2827	14
111	6370	8
1107	7152	19
11655	9028	11
7118	8596	4
659	8720	18
